operation_type,operation_number,duration_ms,success,status_code,post_id,timestamp
INSERT,1,5.195117999392096,False,404,,2025-09-12T07:18:43.638400
INSERT,2,4.51535599950148,False,404,,2025-09-12T07:18:43.743296
INSERT,3,5.607305000012275,False,404,,2025-09-12T07:18:43.849231
INSERT,4,4.42741400001978,False,404,,2025-09-12T07:18:43.954051
INSERT,5,5.337880000297446,False,404,,2025-09-12T07:18:44.059737
INSERT,6,4.934202999720583,False,404,,2025-09-12T07:18:44.165022
INSERT,7,4.5065559997965465,False,404,,2025-09-12T07:18:44.269991
INSERT,8,5.450880999887886,False,404,,2025-09-12T07:18:44.375874
INSERT,9,6.1790839999957825,False,404,,2025-09-12T07:18:44.483284
INSERT,10,6.427977999919676,False,404,,2025-09-12T07:18:44.590672
INSERT,11,5.149526999957743,False,404,,2025-09-12T07:18:44.697299
INSERT,12,7.428775000335008,False,404,,2025-09-12T07:18:44.808836
INSERT,13,4.701369999565941,False,404,,2025-09-12T07:18:44.913849
INSERT,14,4.678868000155489,False,404,,2025-09-12T07:18:45.018833
INSERT,15,5.577504000029876,False,404,,2025-09-12T07:18:45.124753
INSERT,16,3.9586069997312734,False,404,,2025-09-12T07:18:45.229022
INSERT,17,4.1260799998781295,False,404,,2025-09-12T07:18:45.333444
INSERT,18,4.591187999722024,False,404,,2025-09-12T07:18:45.438371
INSERT,19,4.891213000519201,False,404,,2025-09-12T07:18:45.543678
INSERT,20,4.926643000544573,False,404,,2025-09-12T07:18:45.648971
INSERT,21,6.6036609996444895,False,404,,2025-09-12T07:18:45.755993
INSERT,22,5.711136000172701,False,404,,2025-09-12T07:18:45.862166
INSERT,23,4.63302800017118,False,404,,2025-09-12T07:18:45.967135
INSERT,24,4.162850000284379,False,404,,2025-09-12T07:18:46.071626
INSERT,25,3.694182999424811,False,404,,2025-09-12T07:18:46.175648
INSERT,26,4.688948999501008,False,404,,2025-09-12T07:18:46.280678
INSERT,27,3.989577000538702,False,404,,2025-09-12T07:18:46.385006
INSERT,28,4.482395999730215,False,404,,2025-09-12T07:18:46.489938
INSERT,29,4.002667999884579,False,404,,2025-09-12T07:18:46.594440
INSERT,30,4.192941000837891,False,404,,2025-09-12T07:18:46.698971
INSERT,31,4.991423999854305,False,404,,2025-09-12T07:18:46.804268
INSERT,32,3.995977000158746,False,404,,2025-09-12T07:18:46.908620
INSERT,33,6.009450999954424,False,404,,2025-09-12T07:18:47.014992
INSERT,34,4.66238799981511,False,404,,2025-09-12T07:18:47.120037
INSERT,35,3.9006460001473897,False,404,,2025-09-12T07:18:47.224406
INSERT,36,8.12296799995238,False,404,,2025-09-12T07:18:47.335676
INSERT,37,3.934245999516861,False,404,,2025-09-12T07:18:47.440031
INSERT,38,7.155361000513949,False,404,,2025-09-12T07:18:47.547491
INSERT,39,3.735933000825753,False,404,,2025-09-12T07:18:47.651542
INSERT,40,4.231002000778972,False,404,,2025-09-12T07:18:47.756120
INSERT,41,4.275121999853582,False,404,,2025-09-12T07:18:47.860706
INSERT,42,4.225960999974632,False,404,,2025-09-12T07:18:47.965316
INSERT,43,4.778041000463418,False,404,,2025-09-12T07:18:48.070489
INSERT,44,4.392573999211891,False,404,,2025-09-12T07:18:48.175578
INSERT,45,4.634267999790609,False,404,,2025-09-12T07:18:48.280669
INSERT,46,4.924122999909741,False,404,,2025-09-12T07:18:48.385994
INSERT,47,4.168380000010075,False,404,,2025-09-12T07:18:48.490479
INSERT,48,6.083881999984442,False,404,,2025-09-12T07:18:48.598162
INSERT,49,5.364201000702451,False,404,,2025-09-12T07:18:48.703889
INSERT,50,4.096859000128461,False,404,,2025-09-12T07:18:48.808317
QUERY,1,4.726599000605347,False,404,537,2025-09-12T07:18:48.913474
QUERY,2,4.901493000033952,False,404,154,2025-09-12T07:18:49.018783
QUERY,3,4.370603999632294,False,404,179,2025-09-12T07:18:49.123441
QUERY,4,4.243012000188173,False,404,842,2025-09-12T07:18:49.228300
QUERY,5,3.469958000096085,False,404,275,2025-09-12T07:18:49.332085
QUERY,6,4.320223999457085,False,404,543,2025-09-12T07:18:49.436779
QUERY,7,4.219281999212399,False,404,63,2025-09-12T07:18:49.541324
QUERY,8,3.6287810007706867,False,404,904,2025-09-12T07:18:49.645332
QUERY,9,4.890012000032584,False,404,229,2025-09-12T07:18:49.750499
QUERY,10,3.281935999439156,False,404,42,2025-09-12T07:18:49.854094
QUERY,11,5.785008000202652,False,404,201,2025-09-12T07:18:49.960275
QUERY,12,3.4013169997706427,False,404,253,2025-09-12T07:18:50.063995
QUERY,13,3.527520000716322,False,404,850,2025-09-12T07:18:50.167810
QUERY,14,4.319093000049179,False,404,206,2025-09-12T07:18:50.272462
QUERY,15,4.166291000728961,False,404,314,2025-09-12T07:18:50.376942
QUERY,16,3.98139800017816,False,404,885,2025-09-12T07:18:50.481249
QUERY,17,4.2354220004199306,False,404,507,2025-09-12T07:18:50.585865
QUERY,18,3.9679370001977077,False,404,598,2025-09-12T07:18:50.690188
QUERY,19,4.098548999536433,False,404,835,2025-09-12T07:18:50.794630
QUERY,20,4.050507999636466,False,404,304,2025-09-12T07:18:50.901235
QUERY,21,5.8614990002752165,False,404,822,2025-09-12T07:18:51.008071
QUERY,22,4.156011000304716,False,404,317,2025-09-12T07:18:51.112761
QUERY,23,5.2912390001438325,False,404,829,2025-09-12T07:18:51.219134
QUERY,24,3.9600070003871224,False,404,247,2025-09-12T07:18:51.323777
QUERY,25,3.94928700006858,False,404,317,2025-09-12T07:18:51.428041
QUERY,26,5.416831999355054,False,404,299,2025-09-12T07:18:51.534247
QUERY,27,3.9899470002637827,False,404,893,2025-09-12T07:18:51.638609
QUERY,28,4.061808999722416,False,404,102,2025-09-12T07:18:51.742987
QUERY,29,6.698643000163429,False,404,288,2025-09-12T07:18:51.849994
QUERY,30,3.9788370004316675,False,404,888,2025-09-12T07:18:51.954271
QUERY,31,3.9240660007635597,False,404,26,2025-09-12T07:18:52.058498
QUERY,32,4.180081000413338,False,404,979,2025-09-12T07:18:52.163189
QUERY,33,4.337373000453226,False,404,682,2025-09-12T07:18:52.267897
QUERY,34,4.74495999969804,False,404,358,2025-09-12T07:18:52.373222
QUERY,35,3.861875999973563,False,404,573,2025-09-12T07:18:52.477502
QUERY,36,3.746823000255972,False,404,187,2025-09-12T07:18:52.581571
QUERY,37,4.556737000712019,False,404,611,2025-09-12T07:18:52.686467
QUERY,38,3.7975240002197097,False,404,118,2025-09-12T07:18:52.790581
QUERY,39,3.760204000172962,False,404,667,2025-09-12T07:18:52.894646
QUERY,40,5.354079999960959,False,404,673,2025-09-12T07:18:53.000424
QUERY,41,4.741900000226451,False,404,445,2025-09-12T07:18:53.105501
QUERY,42,9.310065999670769,False,404,60,2025-09-12T07:18:53.218150
QUERY,43,7.0137289994818275,False,404,973,2025-09-12T07:18:53.332278
QUERY,44,6.743363000168756,False,404,61,2025-09-12T07:18:53.441524
QUERY,45,3.8247539996518753,False,404,53,2025-09-12T07:18:53.545795
QUERY,46,4.013417000351183,False,404,182,2025-09-12T07:18:53.650165
QUERY,47,3.42019799973059,False,404,654,2025-09-12T07:18:53.753882
QUERY,48,3.6402819996510516,False,404,217,2025-09-12T07:18:53.857828
QUERY,49,4.480466000131855,False,404,816,2025-09-12T07:18:53.962640
QUERY,50,3.845655000077386,False,404,30,2025-09-12T07:18:54.066803
